CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,MODELYR,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,CASEWGT,PSUSTRAT,VERSION
14687,66,51,1-66-2019-051-06,6,1,3GCPKSE70DG2,2013,3GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Silverado,2013,TRUCK,1500 LTZ,,,,Pickup,4,"LC9 - Flex Fuel (GAS/ALC) Aluminium Cylinder, Deactivation FFV",5300.0,,SILAO,GUANAJUATO,MEXICO,,,,,,,,,,,,,22OCT2020:13:15:33.420,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,Flexible Fuel Vehicle (FFV),,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,3GCPKSE7*DG******,,126.563264397582,6,4
14702,32,101,1-32-2019-101-09,9,1,3GNEC16R1TG1,1996,3GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Suburban,1996,MULTIPURPOSE PASSENGER VEHICLE (MPV),Conventional Cab,1/2 ton nominal,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,5700.0,,SILAO,GUANAJUATO,MEXICO,,,,,,,,,,,,,22OCT2020:13:16:11.047,984,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,WRN,,8,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,3GNEC16R*TG******,,3065.50221910529,7,4
14703,32,102,1-32-2019-102-06,6,5,3GNEC16Z62G2,2002,3GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Suburban,2002,MULTIPURPOSE PASSENGER VEHICLE (MPV),1500,1/2 Ton,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,L59,5300.0,,SILAO,GUANAJUATO,MEXICO,,,,,,,,,,,,,22OCT2020:13:16:13.827,984,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,GM,,8,,Flexible Fuel Vehicle (FFV),,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,3GNEC16Z*2G******,,976.036920576304,7,4
14703,32,102,1-32-2019-102-06,6,6,3VWDX7AJ1DM4,2013,3VW,"VOLKSWAGEN GROUP OF AMERICA, INC.",Volkswagen,VOLKSWAGEN AG,VOLKSWAGEN,Jetta,2013,PASSENGER CAR,Comfortline/Sportline,,,,Sedan/Saloon,4,,2480,Automatic,PUEBLA,,MEXICO,,,,,,,,,,,,,22OCT2020:13:18:37.170,1147,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Volkswagen,,5,,Gasoline,,,,126.77,170.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3VWDX7AJ*DM******,Indirect,976.036920576304,7,4
14680,11,88,1-11-2019-088-09,9,1,4T1BE46K47U7,2007,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2007,PASSENGER CAR,ACV40L/GSV40L/AHV40L,,,,Sedan/Saloon,4,2AZ-FE,2362,,,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:19:45.077,1088,"Toyota Motor Manufacturing, Kentucky, Inc",,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,Toyota,,4,Water,Gasoline,,,In-Line,117.82,158.00,170.00,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4T1BE46K*7U******,,4464.26314816412,8,4
14713,26,105,1-26-2019-105-06,6,2,4T1BF3EK3BU1,2011,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2011,PASSENGER CAR,ASV40L/GSV40L/AHV40L,,,,Sedan/Saloon,4,2AR-FE,2500.0,,,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:19:59.217,1088,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,126.02,169.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4T1BF3EK*BU******,Direct,791.939577515371,10,4
14732,31,55,1-31-2019-055-03,3,1,4T1BK1EB1HU2,2017,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Avalon,2017,PASSENGER CAR,GSX40L/AVX40L,XLE/XLE Plus/XLE Premium/Touring/Ltd.,,,Sedan/Saloon,4,2GR-FE,3456,Automatic,,KENTUCKY,UNITED STATES (USA),Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,,,,22OCT2020:13:20:03.403,1088,"Toyota Motor Manufacturing, Kentucky, Inc",Standard,62.60,,,111.00,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,6,FWD/Front Wheel Drive,2,,,,,,,,,Toyota,,6,Water,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,199.85,268.00,314.00,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),All Rows,All Rows,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4T1BK1EB*HU******,Direct,1208.55227315757,6,4
14727,19,45,1-19-2019-045-02,2,1,5FNYF6H58HB1,2017,5FN,"HONDA MFG., ALABAMA., LLC.",Honda,"AMERICAN HONDA MOTOR CO., INC.",HONDA,Pilot,2017,MULTIPURPOSE PASSENGER VEHICLE (MPV),EXL,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,J35Y6,3474.057568,Automatic,LINCOLN,ALABAMA,UNITED STATES (USA),Optional,Standard,Optional,Optional,Standard,,Standard,Optional,Standard,,,,22OCT2020:13:20:55.420,989,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,111.00,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,8,3,6,4WD/4-Wheel Drive/4x4,2,,,,,,,,,,,6,,Gasoline,,,V-Shaped,208.80,280.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd & 3rd Rows,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,5FNYF6H5*HB******,Direct,48.252096433913,9,4
14714,26,106,1-26-2019-106-03,3,3,5TDDCRFH6FS0,2015,5TD,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Highlander,2015,MULTIPURPOSE PASSENGER VEHICLE (MPV),ASU50L/GSU50L/GSU55L/GVU58L,Base/Hybrid,,G Grade,Wagon,5,"2GR-FXE, 4JM, 2FM",,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:24:16.230,1087,"Toyota Motor Manufacturing, Indiana, Inc.",,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,6,,Gasoline,Electric,,,172.26,231.00,,,Strong HEV (Hybrid Electric Vehicle),,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,Passenger Seat Only,,0,Not Applicable,,Not Applicable,Not Applicable,5TDDCRFH*FS******,Direct,594.532928434404,10,4
14726,18,47,1-18-2019-047-07,7,1,5TDYK3DC1CS2,2012,5TD,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Sienna,2012,MULTIPURPOSE PASSENGER VEHICLE (MPV),GSL30L/GSL33L/GSL35L/ASL30L,,,Q grade,Wagon,5,2GR-FE,3456,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:24:25.480,1087,"Toyota Motor Manufacturing, Indiana, Inc.",,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,Toyota,,6,Water,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,198.36,266.00,314.00,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,5TDYK3DC*CS******,Direct,931.206292848686,6,4
14700,10,39,1-10-2019-039-09,9,1,5TDZA22C75S3,2005,5TD,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Sienna,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),MCL20L/MCL23L/MC25L,XLE,,,Wagon,5,3MZ-FE,3300.0,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:24:28.090,1087,"Toyota Motor Manufacturing Indiana, Inc",,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,160.33,215.00,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,5TDZA22C*5S******,,661.155760204082,4,4
14740,30,78,1-30-2019-078-04,4,2,5YFBURHE0KP8,2019,5YF,"TOYOTA MOTOR MANUFACTURING, MISSISSIPPI, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Corolla,2019,PASSENGER CAR,ZRE172L,L/LE/SE/XLE/XSE,,,Sedan/Saloon,4,2ZR-FE,1798,,,MISSISSIPPI,UNITED STATES (USA),Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,,,,22OCT2020:13:26:16.403,1145,"Toyota Motor Manufacturing, Inc",,,,,106.30,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,6,4x2,2,,,,,,,,,Toyota,4,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,98.43,132.00,148.00,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,Passenger Seat Only,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5YFBURHE*KP******,Direct,1512.00278732957,10,4
14706,73,50,1-73-2019-050-08,8,1,JF1GE61649H5,2009,JF1,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Subaru,,SUBARU,Impreza,2009,PASSENGER CAR,,2.5i,,,Sedan/Saloon,4,,2500.0,Automatic,OTA,GUNMA,JAPAN,,,,,,,,,,,,,22OCT2020:13:26:50.073,1075,FHI (Yajima Plant ),,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,4,AWD/All Wheel Drive,,,,,,,,,,,,,,,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,JF1GE616*9H******,Direct,50.9017501791632,3,4
14696,14,46,1-14-2019-046-07,7,1,JN8AF5MR2DT2,2013,JN8,"NISSAN MOTOR COMPANY, LTD",Nissan,,NISSAN,Juke,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),Crossover,,,,Wagon,4,,1600.0,,,,JAPAN,,,,,Standard,,,,,,,,22OCT2020:13:28:26.323,996,Oppama Plant,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,JN8AF5MR*DT******,Direct,13136.7969469251,8,4
14702,32,101,1-32-2019-101-09,9,2,JNRAS08U55X1,2005,JNR,"NISSAN MOTOR COMPANY, LTD",Nissan,,INFINITI,FX35,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,Wagon,4,,3500.0,,SHONAN,KANAGAWA,JAPAN,,,,,Standard,,,,,,,,22OCT2020:13:28:46.870,996,Shonan Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,,,Gasoline,,,,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,JNRAS08U*5X******,,3065.50221910529,7,4
14713,26,105,1-26-2019-105-06,6,1,JTDKN3DU1E03,2014,JTD,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,PRIUS,2014,PASSENGER CAR,ZVW30L,,,,Hatchback/Liftback/Notchback,5,2ZR-FXE+3JM,1800.0,,TSUTSUMI,AICHI,JAPAN,,,,,,,,,,,,,22OCT2020:13:29:17.107,962,Toyota Motor Corp.,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,Electric,Multipoint Fuel Injection (MPFI),In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,JTDKN3DU*E0******,Direct,791.939577515371,10,4
14694,77,94,1-77-2019-094-03,3,3,JTEEP21A6400,2004,JTE,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Highlander,2004,MULTIPURPOSE PASSENGER VEHICLE (MPV),MCU23L/MCU28L/ACU20L/ACU25L,STD,,,Wagon,4,3MZ-FE,3300.0,,KYUSHU,,JAPAN,,,,,,,,,,,,,22OCT2020:13:29:29.183,962,"Toyota Motor Kyushu, Inc",,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,JTEEP21A*40******,,1203.24720890534,9,4
14735,20,35,1-20-2019-035-01,1,1,JTHBF5C29B51,2011,JTH,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,LEXUS,IS,2011,PASSENGER CAR,GSE20L/GSE21L/GSE25L,250C,,,Sedan/Saloon,4,4GR-FSE,2499,,"TAHARA PLANT, TOYOTA CITY",AICHI,JAPAN,,,,,,,,,,,,,22OCT2020:13:29:40.060,962,Toyota Motor Corp.,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,Toyota,,6,Water,Gasoline,,,V-Shaped,175.99,236.00,317.00,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,JTHBF5C2*B5******,Direct,247.211133160771,11,4
14724,27,52,1-27-2019-052-04,4,2,JTMBD33V3760,2007,JTM,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,RAV4,2007,MULTIPURPOSE PASSENGER VEHICLE (MPV),ACA33L/ACA38L/GSA33L/GSA38L,Standard (without Third seat),,,Wagon,5,2AZ-FE,2362,,"NAGAKUSA PLANT, OBU",AICHI,JAPAN,,,,,,,,,,,,,22OCT2020:13:29:59.777,962,Toyota Industries Corp.,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,Toyota,,4,Water,Gasoline,,,In-Line,123.79,166.00,170.00,Dual Overhead Cam (DOHC),,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,JTMBD33V*76******,,387.412231544467,3,4
14712,26,104,1-26-2019-104-01,1,1,KL8CD6SA0GC5,2016,KL8,GENERAL MOTORS LLC,GM,,CHEVROLET,Spark,2016,PASSENGER CAR,1LT,,,,Hatchback/Liftback/Notchback,4,"LV7 - VVT: Variable Valve Timing, ALUM, GEN 1, VAR 1",1400.0,Automatic,CHANGWON,SOUTH GYEONGSANG PROVINCE,SOUTH KOREA,,,,,,,,,,,,,22OCT2020:13:30:31.167,984,GM Korea,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,KL8CD6SA*GC******,Direct,42.1177085162224,10,4
14696,14,46,1-14-2019-046-07,7,2,KM8JU3AC4BU2,2011,KM8,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Tucson,2011,MULTIPURPOSE PASSENGER VEHICLE (MPV),GLS,,,,Wagon,,DOHC theta ii,2400.0,,ULSAN,,SOUTH KOREA,,,,,,,,,,,,,22OCT2020:13:30:36.963,1034,Hyundai Motor Company,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,KM8JU3AC*BU******,Direct,13136.7969469251,8,4
14688,66,52,1-66-2019-052-03,3,1,KMHD84LF7HU3,2017,KMH,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Elantra,2017,PASSENGER CAR,,"SE Popular Pkg, SE Tech pkg, Limited",,,Sedan/Saloon,4,,2000,,ULSAN,,SOUTH KOREA,Optional,Standard,,,Standard,Optional,Standard,Optional,Standard,,,,22OCT2020:13:30:58.823,1034,Hyundai,,,,,106.30,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,,,2,,,,,,,,,HMC,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,109.62,147.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),1st & 2nd Rows,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,KMHD84LF*HU******,Direct,117.089255410997,6,4
14743,21,87,1-21-2019-087-09,9,1,KMHWF35H74A0,2004,KMH,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Sonata,2004,PASSENGER CAR,Super Deluxe (GLS),,,,Sedan/Saloon,4,,2700.0,,ASAN,,SOUTH KOREA,,,,,,,,,,,,,22OCT2020:13:31:22.683,1034,Hyundai Motor Company,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,KMHWF35H*4A******,,482.354679059676,11,4
14691,48,49,1-48-2019-049-06,6,1,KNDJT2A26A70,2010,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Soul,2010,MULTIPURPOSE PASSENGER VEHICLE (MPV),GL,,,,Wagon,,,2000.0,,GWANGJU,,SOUTH KOREA,,,,,,,,,,,,,22OCT2020:13:31:48.103,1034,Kia Motors Corporation,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,KNDJT2A2*A7******,Direct,431.883155547513,12,4
14703,32,102,1-32-2019-102-06,6,2,NM0LS7AN7AT0,2010,NM0,"FORD OTOMOTIV SANAYI A.S., TURKEY",Ford,"FORD MOTOR COMPANY, USA",FORD,Transit Connect,2010,TRUCK,XL,,Cargo Conv Van,,Van,,Ford,2000.0,,KOCAELI,,TURKEY,,,,,,,,,,,,,22OCT2020:13:32:06.323,986,Otosan Kocaeli Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,4,,Gasoline,,,In-Line,101.42,136.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,,Not Applicable,Not Applicable,NM0LS7AN*AT******,,976.036920576304,7,4
14703,32,102,1-32-2019-102-06,6,3,WBAPH5G52BNM,2011,WBA,BMW AG,BMW,"BMW OF NORTH AMERICA, LLC",BMW,328i,2011,PASSENGER CAR,3-Series,SA SULEV,,,Sedan/Saloon,4,,2997.1940056,,ROSSLYN,,SOUTH AFRICA,,,,,,,,,,,,,22OCT2020:13:33:04.667,966,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,Gasoline,,,,171.51,230.00,,,,,Manual,Yes,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,WBAPH5G5*BN******,Direct,976.036920576304,7,4
14692,52,42,1-52-2019-042-03,3,2,WVWLK73C67E0,2007,WVW,"VOLKSWAGEN GROUP OF AMERICA, INC.",Volkswagen,VOLKSWAGEN AG,VOLKSWAGEN,Passat,2007,PASSENGER CAR,2.0T/ 3.6L,,,,Sedan/Saloon,4,,1984,,EMDEN,,GERMANY,,,,,,,,,,,,,21OCT2020:12:26:31.630,1147,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Volkswagen,,4,,Gasoline,,,,149.14,200.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,WVWLK73C*7E******,,82.3017862061525,12,4
14744,73,51,1-73-2019-051-09,9,1,1B7GL22Z11S1,2001,1B7,FCA US LLC,Chrysler,,DODGE,Dakota,2001,TRUCK,AN/DN,Base,L Series,,Pickup,2,,5900.0,,DETROIT,MIAMI,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:16:48.030,994,Dodge City Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,8,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1B7GL22Z*1S******,,46.4503609009854,3,4
14718,17,97,1-17-2019-097-10,10,2,1GCEK14W62Z2,2002,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Silverado,2002,TRUCK,1500,1/2 Ton,,,Pickup,2,L35,4300.0,,FORT WAYNE,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:47:32.117,984,GM Truck Group,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,WRN,,6,,,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1GCEK14W*2Z******,,2514.62326892499,4,4
14731,31,54,1-31-2019-054-01,1,3,1GCHK29104E1,2004,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Silverado,2004,TRUCK,2500,3/4 Ton,,,Pickup,,LB7,6600.0,,PONTIAC,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:48:11.287,984,Gm Truck Group,,,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Isuzu,,8,,Diesel,,,V-Shaped,,,,,,Yes,,,,,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1GCHK291*4E******,,297.974535814078,6,4
